SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,DebtRatio,NumberOfDependents,TotalLate,TotalCreditLines,MonthlyIncome_log
0,0.015659706,77,0.006825076,0.0,0,15,8.976135873302548
0,0.787851012,36,0.102871683,0.0,0,3,7.919719760924575
0,0.648648649,24,0.336442372,0.0,0,5,7.313886831633462
0,0.166917517,59,0.266751755,0.0,0,12,8.45553053102413
0,0.9999999,42,223.0,0.0,0,0,8.594339400592892
0,0.83680464,50,0.538010688,0.0,0,13,8.665785595466064
1,0.21590121,78,0.393535488,0.0,1,10,8.006700845440367
0,0.468569267,65,0.328431949,0.0,0,10,9.04793908261736
0,0.154935516,45,0.384689225,3.0,0,17,9.433563920090563
0,0.972810516,41,0.219149909,1.0,1,8,8.383890344101816
0,0.447992407,36,1.055626762,0.0,0,12,8.268988209506656
0,0.258875814,59,0.401757338,1.0,0,14,8.58466490653125
0,1.004997501,42,0.357071214,0.0,0,4,7.597897950521784
0,0.132049597,60,0.09092792,0.0,0,5,8.482187582217422
1,0.973468435,30,0.405198267,0.0,2,14,8.006700845440367
0,0.001478229,32,0.004997501,0.0,0,3,7.601402334583733
0,0.723448288,58,0.628367573,0.0,0,25,9.003193193746572
0,0.001866542,65,0.0,0.0,0,4,7.97349996402463
0,0.379056449,69,0.257117438,0.0,0,8,7.717796211013582
0,0.046986992,35,0.2106539,1.0,0,13,9.711176264112805
0,0.286428553,80,0.258313998,0.0,0,4,7.857867559331803
0,0.172658794,31,0.05146771,1.0,0,5,8.53895468319775
0,0.0,56,0.337710789,3.0,0,7,8.81001204797317
0,0.349777201,48,0.236768802,2.0,0,12,9.141418926509761
0,0.000799936,83,4.0,0.0,0,2,8.594339400592892
0,0.297156236,44,0.030455154,1.0,0,2,8.695506726812653
0,0.9999999,35,0.66030881,3.0,1,4,7.00397413672268
0,0.183395492,41,0.284387945,0.0,0,23,8.853808274977197
0,0.017280766,79,0.252999657,0.0,0,14,8.671458150427666
0,0.0,34,0.399250234,0.0,2,10,8.071218539969863
0,0.099660345,66,0.671232877,0.0,1,12,7.901377353792616
0,0.377049909,55,0.40681491,0.0,1,18,8.740496729931813
0,0.017141718,35,0.208263673,0.0,0,9,8.339739766019143
0,0.302065803,51,1.443541836,0.0,0,11,7.115582126184454
0,0.127277463,37,0.304017372,0.0,0,9,6.825460036255307
1,0.880398671,29,0.052936476,0.0,2,7,8.518392471991719
0,0.0,55,0.254830643,0.0,1,16,8.389132521348719
0,0.904007999,61,0.381971567,0.0,1,8,8.764209507142004
0,0.553196217,41,0.37517305,3.0,0,7,8.77971129020447
0,0.689510998,85,0.20751465,1.0,2,9,7.972810784121404
0,0.144757539,54,0.447296559,0.0,0,8,8.61122983334262
1,0.984771739,51,0.827593152,1.0,0,11,8.510168576479273
0,0.253566191,33,0.383150756,0.0,0,4,8.251663923605589
0,0.006053836,65,0.529788085,0.0,0,9,7.824445930877619
0,0.074249414,36,0.033397773,1.0,0,9,9.61587214452889
0,0.0,75,291.0,0.0,2,7,8.594339400592892
0,0.17683466,49,0.03616064,0.0,0,5,8.699681400989514
0,0.980751604,57,0.184113093,1.0,0,5,8.689801056022553
1,0.835627697,45,0.83002698,3.0,0,20,8.748463629942055
0,0.051976962,54,0.00644871,2.0,0,3,8.805075243870684
0,0.157444806,58,0.252719569,0.0,0,14,9.768011412973678
0,0.002163863,73,690.0,0.0,0,10,8.594339400592892
0,0.064062396,47,0.298745426,3.0,0,6,8.249575150000199
0,0.9031627,61,0.146911898,1.0,0,5,8.390268497842571
0,0.032483758,34,2.0,0.0,1,5,8.594339400592892
0,0.603400802,65,0.43273636,0.0,0,6,7.783640596221253
0,0.02663929,39,0.329178029,1.0,1,11,8.94910546953925
0,0.0,56,0.035074765,0.0,1,3,8.597297435657898
0,0.366705048,39,0.26234753,0.0,0,6,8.517393171418904
1,0.435181721,52,0.271307495,2.0,3,18,9.259225769705994
0,0.444079173,46,0.353759235,0.0,4,8,7.741099090035366
0,0.018148921,63,0.037924152,0.0,0,7,6.90975328164481
0,0.9999999,82,0.0,0.0,0,0,8.594339400592892
1,0.685546465,47,0.529867533,2.0,1,12,8.294299608857235
0,0.013269879,81,0.058315622,0.0,0,7,8.926384681265215
0,0.168958819,42,0.913496613,0.0,0,13,8.252706676567644
0,0.206139877,38,0.143690129,1.0,1,11,7.783640596221253
0,0.046359422,26,14.0,0.0,0,4,8.594339400592892
0,0.711641791,68,0.328917771,1.0,2,10,8.294299608857235
0,0.062731242,63,0.01599543,0.0,0,11,8.160803920954665
0,0.276697864,47,0.348620184,2.0,0,7,8.922791623969637
0,0.29730036,52,0.570462819,2.0,0,14,8.254788926148725
1,1.115463635,31,0.854715095,0.0,4,7,8.006700845440367
0,0.002722371,57,0.426766226,2.0,0,12,8.155362120328135
0,0.052981962,40,0.459954005,5.0,0,8,9.210440366976517
0,0.0,57,0.119685528,0.0,0,13,9.176473302464606
0,0.002068906,56,0.021772939,0.0,0,3,8.412054873292933
0,0.0,28,0.105178964,0.0,0,5,8.517393171418904
0,0.014073087,72,0.00999524,0.0,0,4,7.650168700845001
0,0.032801008,66,0.196,0.0,0,13,8.987196820661973
0,0.368678061,34,0.458308338,0.0,0,10,8.517393171418904
0,0.472849007,67,0.300560275,0.0,0,9,8.618485442898109
0,0.013713894,46,0.086239982,1.0,0,5,9.089189170412032
0,0.030174411,68,0.025674865,1.0,0,14,9.028218795184895
0,0.769896436,52,0.333631828,0.0,0,11,8.96405612822033
0,0.327483626,41,0.516496701,2.0,0,11,8.517393171418904
0,0.173111935,68,0.280099591,1.0,1,13,9.327767788852148
0,0.009238628,46,0.226517519,0.0,0,8,8.712595487748722
0,0.172307406,46,0.24598243,5.0,0,25,9.546884034617925
0,0.016320786,77,43.0,0.0,0,5,8.594339400592892
0,0.013438869,56,198.0,1.0,0,5,8.594339400592892
0,0.544498565,62,0.282332921,1.0,4,14,8.774003600200931
0,0.9999999,58,1.458513829,1.0,0,11,8.006700845440367
0,0.853820598,44,499.0,0.0,2,3,8.594339400592892
0,0.928143713,36,0.456152277,1.0,4,10,7.9868449011613825
0,0.976038961,50,0.412646838,2.0,2,8,8.294299608857235
0,0.405781293,61,0.912527335,1.0,0,6,8.071218539969863
0,0.242344029,40,0.214795704,3.0,0,13,9.721185995542177
0,0.732664267,39,0.449589148,1.0,0,17,8.944680683558895
0,0.595654075,53,0.322879738,0.0,1,10,9.305741456739435
0,0.005545202,31,6.0,0.0,0,2,8.594339400592892
0,0.967663015,39,0.086814555,2.0,0,11,10.799595985047786
0,0.0,25,0.128779395,0.0,0,3,7.893198869544609
0,0.013254642,65,0.221313338,0.0,0,8,8.38958706681109
0,0.03779622,25,0.151670951,0.0,0,3,8.160803920954665
0,0.003796893,64,0.807612743,0.0,0,14,8.483429561263428
0,0.088666016,40,0.094258783,3.0,0,4,8.160803920954665
0,0.013749253,29,0.274859117,0.0,0,11,8.612685172875459
0,0.9999999,54,0.06612733,0.0,1,9,9.898525260706313
0,0.087423576,60,0.20198982,1.0,0,7,8.371473537066832
0,0.516435001,38,0.545859467,0.0,1,12,9.305741456739435
0,0.002597354,47,0.349331649,0.0,1,9,9.15915233520675
0,0.9999999,51,478.0,1.0,0,2,0.6931471805599453
0,0.056572379,31,0.0001485,0.0,0,2,8.814924599721019
0,0.063555696,53,0.415646748,1.0,0,9,9.0280988119824
0,0.999866684,39,0.201861748,2.0,0,4,8.665785595466064
0,0.398463946,72,2.48346056,0.0,1,14,7.072421900537371
0,0.332445037,29,0.215490319,0.0,0,8,7.3783837129967145
0,0.263547291,38,0.603240983,0.0,0,4,7.556427969440253
0,0.125061925,49,0.361694391,1.0,0,13,9.305741456739435
0,0.000240635,72,0.157522555,0.0,0,12,8.31898612539206
0,0.06253873,59,0.235650957,0.0,1,12,9.61587214452889
0,0.030436643,56,0.319237797,0.0,0,8,8.944028325260595
0,0.0,54,0.396742292,0.0,0,10,8.83579236650274
0,0.091397715,43,0.019190141,3.0,0,2,8.644706511715198
0,0.178903425,52,0.069824669,1.0,0,8,8.086717920303906
0,0.621216778,59,0.52407932,2.0,0,10,8.699681400989514
0,0.085636984,44,0.524459845,0.0,0,9,8.498214224818435
1,0.802838938,48,0.211554486,1.0,3,9,9.287394001418473
0,0.480806055,82,0.52194035,0.0,0,12,8.671458150427666
0,0.144741409,44,0.378334017,1.0,0,10,8.897135342293316
0,0.064761281,60,0.080881505,3.0,0,6,9.76042516969429
0,0.714958925,41,0.077904011,1.0,0,7,9.062536177207788
0,0.862394058,76,0.060208842,0.0,0,3,8.412054873292933
0,0.808473121,51,0.250475414,2.0,0,9,8.904086913938967
0,0.04057729,77,0.022790884,0.0,0,13,7.824445930877619
0,0.288487786,55,0.672037056,0.0,0,15,9.203416456903359
0,0.662365712,59,0.54434364,0.0,0,9,8.594339400592892
0,0.356926124,86,0.248846225,0.0,0,12,8.597297435657898
0,0.242191974,50,0.584805065,3.0,1,4,8.006700845440367
0,0.055163602,42,29.0,3.0,0,7,0.0
0,0.041122724,60,0.205958808,0.0,0,12,8.517393171418904
0,0.987864756,44,0.291912337,0.0,0,11,9.103756886573398
0,0.167708073,33,0.132858837,0.0,0,5,8.682877107057168
0,0.018876531,67,0.159050294,0.0,0,19,8.966228514225776
0,0.188259169,29,0.211114065,3.0,0,10,8.232440158470336
0,0.9999999,28,0.004570123,1.0,0,0,8.160803920954665
0,0.0,64,0.170411985,0.0,0,3,7.666690200080086
0,0.51857329,51,0.228089361,3.0,0,5,8.764209507142004
0,0.612801454,37,0.519916813,1.0,0,9,8.740496729931813
0,0.054518984,73,0.364042626,0.0,0,8,7.975564658495202
0,0.006912649,75,0.688841488,0.0,0,21,8.922791623969637
0,0.004160523,53,0.3203125,0.0,0,11,9.056722883310583
1,0.9999999,51,0.83109708,1.0,2,5,8.24301946898925
0,0.083908483,35,0.654510557,0.0,0,14,8.047509510981422
0,0.646385385,46,0.639781362,1.0,0,16,8.922791623969637
0,0.019444044,47,0.221325348,0.0,0,7,8.946505025998682
0,0.017664704,90,4.0,0.0,0,1,8.594339400592892
0,0.032457741,29,0.051988447,2.0,0,10,8.412054873292933
0,0.0,55,0.336881473,1.0,0,9,8.846784666945227
0,0.036897409,37,0.066864552,3.0,0,7,8.764209507142004
0,0.0,68,0.278062678,0.0,0,9,8.163371316459912
1,0.99064306,68,518.0,0.0,2,6,8.594339400592892
0,0.0,74,0.045896911,1.0,0,12,11.416788943839935
1,0.982462618,36,0.557395143,1.0,4,7,6.80903930604298
0,0.0,48,0.120791215,3.0,0,6,9.528866827722945
0,0.285579836,61,0.454382826,2.0,0,9,8.8110561229431
0,0.078515888,71,622.0,0.0,0,4,8.594339400592892
0,0.003454476,79,0.151975684,0.0,0,8,8.740496729931813
0,0.002115303,62,802.5,0.0,0,5,0.6931471805599453
0,0.034196947,32,0.111744413,2.0,0,6,9.90353755128617
0,1.458220254,59,0.18290402,1.0,0,22,10.896757843893464
0,0.023642636,72,0.445931395,0.0,0,13,8.77971129020447
0,0.57658487,40,0.407246206,3.0,0,14,9.04793908261736
0,0.056149527,42,0.242399343,1.0,0,8,7.797291273547472
0,0.020460207,52,0.251915336,0.0,0,9,8.94910546953925
0,0.652577038,33,0.43582567,0.0,0,6,7.824445930877619
0,0.874216844,45,0.358039505,4.0,4,15,9.290444616217844
0,0.013760532,28,0.07799376,0.0,0,15,8.334951631422454
0,0.381730467,48,0.140457303,2.0,0,6,9.61587214452889
0,0.049084534,53,0.304678129,1.0,2,10,7.824445930877619
0,0.156721421,46,0.135181976,1.0,0,17,8.922791623969637
0,0.0,62,0.322899277,0.0,0,10,8.88016824790345
0,0.0,76,0.09336333,0.0,0,5,8.987321812850125
0,0.021717269,49,0.034362387,0.0,0,11,9.123365357961776
0,0.328319303,63,0.160767846,1.0,0,9,8.517393171418904
0,0.17812163,57,0.408559233,0.0,0,28,9.800291359707678
0,0.152225672,41,239.0,0.0,0,4,8.594339400592892
0,0.006574118,76,896.0,0.0,0,13,8.594339400592892
0,0.9999999,42,0.893328308,0.0,0,7,8.576593534697684
1,0.035042113,56,0.09597268,0.0,0,18,9.046879822823147
0,0.036506125,72,0.163844541,0.0,0,15,8.732465848349879
0,0.983936002,34,0.206625865,0.0,1,8,8.924789360533357
0,0.136541339,57,0.299888672,0.0,0,12,8.879889967673464
0,0.918584962,47,0.503291597,2.0,0,10,8.955060950631902
0,0.04179791,61,0.533904354,0.0,0,7,7.244941546337007
0,0.179219821,39,0.37055431,0.0,0,17,8.739055922830724
0,0.62367807,44,0.214638048,2.0,3,6,8.922791623969637
0,0.042490137,55,0.302223133,2.0,0,10,9.186150133174966
0,0.435154385,53,0.750885038,0.0,0,21,8.588024372176829
0,0.675397653,42,0.412141333,2.0,1,9,9.040026434306505
0,0.00293521,49,0.440889778,2.0,0,16,8.294299608857235
0,0.440336624,64,0.583333333,0.0,1,21,8.656607247198915
0,0.0,46,0.192100987,1.0,0,4,8.987321812850125
0,0.001387074,56,0.2841612,3.0,0,12,8.582044163735853
0,0.0,51,0.016841382,3.0,0,5,8.66888370465667
0,1.00928382,48,0.304987479,2.0,1,13,9.16785032035523
0,0.003399915,88,0.000963623,0.0,0,3,8.33110454805304
0,0.339759185,43,0.403695349,1.0,0,23,9.13873695311649
0,0.649544552,71,0.143231727,0.0,1,9,8.02322468471667
0,0.099944743,78,0.225204029,0.0,0,10,9.517898598432753
0,0.769304373,30,0.147183255,0.0,0,8,8.409830673087738
0,0.026714621,46,1.059922872,1.0,0,15,8.12296471523406
0,0.0,43,0.393327349,2.0,2,8,8.807471889715284
0,0.014816088,80,0.390536488,0.0,0,25,8.006700845440367
0,0.746003941,43,1.44638404,0.0,0,4,5.993961427306569
0,0.066553957,61,0.207773161,1.0,0,10,8.316544717929398
0,0.090785456,54,0.616973154,2.0,0,17,9.227099155791137
0,0.674349125,47,0.285577154,3.0,5,21,9.0280988119824
0,0.112246929,43,0.229037037,6.0,0,14,8.817297783866575
0,0.040219988,25,0.414654455,0.0,0,7,7.0909098220799835
0,0.395224191,63,0.48046875,0.0,0,4,8.18423477409482
0,0.9999999,50,0.077568972,0.0,1,3,7.824445930877619
0,0.0,63,0.117837089,2.0,0,6,9.472781556562168
0,0.104537909,56,0.155844156,2.0,0,4,6.90875477931522
0,0.0,85,0.006634499,0.0,0,3,8.106514516255185
0,0.9999999,21,0.0,0.0,0,1,0.6931471805599453
0,0.280902543,55,0.345988775,1.0,0,14,9.114600099695346
0,0.791356129,46,0.087765588,0.0,1,4,8.881975184248867
0,0.046303141,43,0.145927036,0.0,0,9,7.601402334583733
0,0.028524093,45,0.037055838,0.0,0,9,8.972083182851925
0,0.025452727,45,0.234101272,3.0,1,12,9.0280988119824
0,0.195832738,49,0.239621866,0.0,0,15,8.895492631451633
0,0.012740262,53,0.00379962,5.0,1,7,9.210440366976517
0,0.69052379,25,0.268126521,0.0,0,4,7.628031126930335
0,0.002635105,81,0.048745938,1.0,0,15,9.392745258631441
0,0.056421021,69,0.307659678,0.0,0,24,9.711236864664288
0,1.471057884,28,0.042591482,0.0,4,5,8.517393171418904
0,0.142717331,49,0.500504541,2.0,0,12,9.296609807128359
0,0.70652065,44,0.515247459,2.0,0,7,8.699681400989514
0,0.168724047,32,0.298081214,1.0,0,9,7.714677473800927
0,0.774656849,29,0.074989287,1.0,0,6,8.853808274977197
0,0.06534252,79,0.782016349,0.0,7,13,7.00397413672268
0,0.002370677,72,0.354409318,0.0,0,10,6.398594934535208
0,0.215277929,39,0.315934725,1.0,0,14,9.0280988119824
0,0.43719878,30,0.167305449,0.0,0,5,8.699681400989514
0,0.97219839,73,0.431007752,1.0,1,17,9.513772754519195
0,0.760114282,44,0.383580343,1.0,0,6,8.542470998600505
0,0.054578908,79,0.106361705,0.0,0,6,8.987321812850125
0,0.110832512,69,0.601377625,0.0,0,10,9.105090961257085
0,0.701261675,42,0.627708032,2.0,0,16,9.105090961257085
0,0.059742004,52,0.582874752,2.0,0,11,8.421342865759403
0,0.699102084,40,0.459542431,3.0,0,12,9.523763287920113
0,0.001249938,39,0.649881983,0.0,0,10,8.533853632309345
1,0.551823057,44,0.93209748,2.0,1,14,8.476579508530941
0,0.333033348,37,0.365149714,1.0,0,12,9.132486932771318
0,0.0,74,0.059259259,0.0,0,9,7.949797216161852
1,0.436886916,49,0.717134245,0.0,0,16,8.369388996647842
0,0.048560535,30,0.377238115,0.0,1,10,8.488587934405903
1,0.440622694,52,0.292886402,2.0,1,16,9.904387147778964
0,0.97555393,43,0.656194252,2.0,0,12,9.219300113347655
0,0.041612509,48,0.395288889,3.0,0,18,9.328123407632566
0,0.0,82,0.360082305,1.0,0,6,7.795646536334594
0,0.737516405,33,0.442472058,1.0,0,7,8.713417653379183
0,0.016897081,57,0.031117397,0.0,3,3,7.659642954564682
0,0.21978022,23,11.0,0.0,0,1,8.594339400592892
0,0.0,44,0.083709321,4.0,0,15,10.349806654652559
0,0.256385513,45,0.088445578,2.0,2,12,9.90353755128617
0,0.375867909,71,0.331543873,0.0,0,14,9.287671714912506
1,0.951973109,51,0.717832512,0.0,0,11,8.532081803909987
1,0.05252633,77,0.273087071,0.0,0,9,7.729295674310482
0,0.729713174,69,0.319382073,0.0,0,10,8.624611588183507
0,0.402431331,52,0.237527021,1.0,0,20,9.355738574665539
0,0.266365334,42,0.213439328,4.0,0,18,9.90353755128617
0,0.034623557,78,341.0,1.0,0,8,8.594339400592892
0,0.005076142,36,0.364211929,0.0,1,12,8.006700845440367
0,0.469783139,56,0.806538692,0.0,1,11,8.111928063310739
0,0.249436615,54,0.941623351,2.0,0,18,7.824445930877619
0,0.035113282,56,0.458796968,1.0,0,11,8.732465848349879
0,0.0,37,0.26056858,2.0,0,10,9.290444616217844
0,0.980003999,61,0.22895189,0.0,2,3,7.752764808851328
0,0.463099858,53,0.753322701,0.0,2,27,9.485468978356344
0,0.098271626,46,0.167380748,0.0,0,6,8.160803920954665
0,0.005212858,81,0.001904581,0.0,0,17,9.259225769705994
1,0.083758044,64,778.0,2.0,9,15,8.594339400592892
0,0.332521472,59,0.306813545,0.0,0,3,7.804251383528112
0,0.039424834,65,772.0,0.0,0,7,8.594339400592892
0,0.568285787,44,0.284464806,0.0,0,13,8.882252884889363
0,0.045708828,42,0.34404708,0.0,0,13,8.798907492088226
0,0.144040225,90,0.159613462,0.0,0,3,8.006700845440367
0,0.9999999,74,0.0,0.0,0,0,8.006700845440367
0,1.255489022,29,867.0,1.0,1,5,0.0
1,0.903413822,59,0.031408308,0.0,2,3,6.894670039433482
0,0.093642364,44,0.018526687,1.0,0,8,8.824824939175638
0,0.628288128,51,0.376285127,0.0,2,11,8.671800909642677
0,0.499037524,69,0.754124534,0.0,0,4,7.538494999413465
0,0.22425858,41,1.161330049,2.0,0,13,7.798112628829788
0,0.799700471,64,0.639148662,0.0,0,14,8.03947991910045
0,0.014692968,60,0.037392521,0.0,0,12,8.517393171418904
1,0.900203413,41,0.79013443,0.0,0,24,9.105090961257085
0,0.561052232,36,0.362192394,0.0,0,17,9.09829086816756
0,0.910508949,46,0.893410659,3.0,1,11,9.210440366976517
0,0.101902876,63,0.317249387,0.0,0,18,8.955577146281511
0,0.0,41,0.123684696,2.0,0,3,8.597297435657898
0,0.883748833,83,0.338548457,0.0,1,4,7.741099090035366
0,0.397989924,50,0.639286414,2.0,1,14,8.537191877922927
0,0.026693333,55,0.289088538,1.0,0,8,8.839421607620602
0,0.036522515,54,0.006256058,1.0,1,2,9.33688491330114
1,0.9999999,26,0.003740648,0.0,1,0,6.687108607866515
1,1.028657114,44,0.480651935,2.0,2,7,9.210440366976517
0,0.623425105,71,280.0,0.0,0,2,8.594339400592892
0,0.690677242,68,1.099846727,1.0,0,20,8.426611813185
0,0.247293366,54,0.586531008,1.0,0,16,9.241839039035554
0,0.491630297,30,0.869612459,0.0,0,8,7.923348211930154
0,0.355124208,62,0.491255523,0.0,0,20,9.293209849798478
1,1.474525475,34,0.371653543,1.0,7,8,7.146772179452637
0,0.663798327,52,0.223962673,2.0,6,6,8.699681400989514
0,0.043398204,30,0.039200615,0.0,0,8,7.170888478512505
0,0.505074746,45,0.520956587,2.0,0,10,9.392745258631441
0,0.015271673,57,0.115562119,3.0,0,11,9.290444616217844
0,0.122289387,57,0.410552764,4.0,0,16,8.694502206386648
0,0.125207741,36,0.268673133,3.0,0,17,9.210440366976517
0,0.888426311,47,0.809705043,2.0,0,4,6.957497370876951
1,0.400666389,30,0.197243988,0.0,1,9,8.216358332386156
0,0.056877481,59,0.130368536,0.0,1,23,9.259225769705994
0,0.024171949,76,0.120488617,0.0,0,11,7.496097345175956
0,0.0,54,0.142130366,0.0,0,4,8.746716349694486
0,0.744720899,41,0.414577798,2.0,0,12,9.066123521215774
0,0.411458854,62,0.328678206,1.0,0,9,8.533853632309345
0,0.299840352,36,0.329720663,1.0,0,17,9.648659816955295
0,0.24275145,40,0.374361158,1.0,0,6,7.761319180947987
0,0.774216446,57,0.500947329,0.0,0,14,8.976767625171433
0,0.011017981,70,0.040816327,0.0,0,7,9.675645480440364
0,0.073397064,64,0.328334226,0.0,0,5,8.630700432209832
0,0.234920181,34,0.286109829,1.0,0,6,8.77971129020447
0,0.012865069,66,0.07411357,0.0,0,7,8.229777750081887
0,0.420192886,39,0.94914997,0.0,0,13,8.79300509129753
0,0.412290074,48,0.649670066,1.0,0,12,8.517393171418904
0,0.0,56,1.157469717,1.0,1,8,8.556606193773073
0,0.240021579,57,0.63106149,0.0,0,17,8.699681400989514
0,0.9520998,34,0.922022279,0.0,0,8,8.160803920954665
0,0.153889247,33,0.942441684,2.0,0,8,8.101980731853192
0,0.294923335,74,0.069808307,0.0,0,6,8.741935464094144
0,0.097824618,29,21.0,0.0,0,1,8.594339400592892
0,0.819798335,55,0.496144355,1.0,0,11,8.777092882855566
0,0.207112425,48,0.233990813,0.0,0,10,8.216358332386156
0,0.506401271,39,0.226970033,1.0,0,7,7.496652438168283
0,0.234996972,49,1.339107262,0.0,0,16,7.313886831633462
0,0.0,27,0.0,0.0,0,2,8.594339400592892
1,0.739464418,67,1.083739199,0.0,0,31,8.758569510991506
0,0.9999999,34,0.0,0.0,2,0,7.0909098220799835
0,0.011970584,83,0.0029995,0.0,0,5,8.699681400989514
0,0.726911017,54,0.409054163,0.0,0,13,8.219056661060598
0,0.714204086,39,0.415562515,1.0,0,10,8.33110454805304
0,0.094547517,71,497.0,0.0,0,14,8.594339400592892
0,0.021767141,45,0.314765694,1.0,0,15,8.976767625171433
0,0.007465626,75,0.024839171,1.0,0,5,9.728419624453482
1,0.9999999,36,9.0,0.0,0,0,8.594339400592892
0,0.149354753,39,0.579887095,0.0,0,18,8.938137870372788
0,0.9999999,56,0.121742513,3.0,0,6,9.46148811969999
0,0.032335497,41,1.085484796,1.0,0,21,7.463363045520021
0,0.72278243,71,349.6666667,1.0,0,8,1.0986122886681098
0,0.460009908,63,0.804239152,0.0,1,12,8.517393171418904
0,0.106584644,55,0.128193735,0.0,0,24,8.412054873292933
0,0.013513348,85,0.01843318,0.0,0,4,7.459338895220296
0,0.018530671,84,0.034663365,0.0,1,9,9.259225769705994
0,0.694287566,64,0.369356559,0.0,1,8,7.9420068084898565
0,0.0,23,0.066622252,0.0,0,4,7.313886831633462
0,0.0,26,0.132695236,1.0,0,3,8.433159195806228
0,0.220821447,44,0.027903887,1.0,0,5,9.108418382250798
0,0.659040982,26,0.12753711,0.0,7,7,8.101980731853192
0,0.018548344,36,0.4162799,0.0,0,10,7.937731775260109
0,0.046753835,63,0.241269452,0.0,0,19,9.007121989469242
0,0.0,37,0.726262776,0.0,0,10,8.81744592104187
0,0.041197254,28,0.615353858,1.0,0,15,7.824445930877619
1,0.883288255,33,0.510620575,0.0,2,13,7.783640596221253
0,0.014549273,63,0.412007398,0.0,0,13,8.857799727175905
0,0.9999999,28,0.938359017,0.0,0,5,7.783640596221253
0,0.069607595,58,0.558427174,1.0,0,11,8.597297435657898
0,0.146484008,29,0.432985007,0.0,0,9,7.696667081526462
0,0.016393865,62,37.0,0.0,0,4,8.594339400592892
0,0.42229084,57,0.473167539,0.0,0,11,8.430327258394575
0,0.017149143,62,0.000909008,0.0,0,2,9.305741456739435
0,0.156578248,75,0.25294941,0.0,0,9,8.517393171418904
1,0.9999999,24,0.597294485,0.0,4,6,6.8679744089702925
0,0.405049579,28,0.472601423,2.0,0,8,8.556606193773073
0,0.235697039,61,0.509479242,0.0,0,16,8.334951631422454
0,0.160736605,44,0.195467422,0.0,0,3,8.699681400989514
0,0.0,36,0.052934949,0.0,0,6,9.04793908261736
0,0.007239206,68,0.399250104,0.0,0,8,8.881975184248867
1,0.464811558,46,0.581492637,2.0,0,10,8.695506726812653
0,0.026094997,29,0.459672044,0.0,0,9,8.922791623969637
0,0.017600757,72,0.159383033,0.0,1,6,8.160803920954665
0,0.106782247,47,0.468740741,0.0,0,6,8.12415060330663
0,0.01676191,64,0.201772324,0.0,0,15,8.38958706681109
1,0.355400287,52,0.339041875,3.0,0,22,9.774289614064447
0,0.00130166,63,447.0,0.0,2,14,8.594339400592892
1,0.888111888,63,0.455848359,1.0,2,8,7.679251425953058
0,0.048497575,39,0.241695304,1.0,0,12,8.851377097519439
0,0.077461144,52,0.252846959,3.0,0,7,9.287394001418473
1,0.269850967,64,0.598208707,0.0,6,18,8.476579508530941
0,0.134135737,50,0.204204445,0.0,0,12,9.430519533826377
0,0.209065528,57,2.605394605,3.0,0,8,6.90875477931522
0,0.603206104,30,0.834031214,0.0,1,17,7.87359778968554
0,0.421951717,59,0.677003898,0.0,0,18,8.682877107057168
0,0.91754834,33,0.07774756,0.0,2,3,8.740496729931813
0,0.03708017,49,462.0,0.0,0,8,8.594339400592892
0,0.0,73,0.026328945,0.0,0,4,8.699681400989514
0,0.485844935,34,0.522042411,0.0,0,9,8.18423477409482
0,0.025499203,36,0.856931608,2.0,0,15,7.902857191280582
0,0.9999999,74,0.082229443,0.0,0,3,8.294299608857235
0,0.9999999,34,0.080154515,2.0,0,0,7.635786861395585
0,0.251659791,44,0.846384538,0.0,0,3,8.006700845440367
0,0.994093594,23,0.136978248,0.0,1,2,7.438971592395862
0,0.06583864,34,0.05027339,0.0,0,6,8.792397742356906
0,0.0,34,2.588555858,1.0,0,7,7.00397413672268
0,0.915639744,56,0.512981689,4.0,3,9,8.204945165019208
0,0.358099017,59,0.401511628,2.0,0,20,9.0595174822416
0,0.73367651,42,1.016996601,2.0,2,8,8.517393171418904
0,0.04834223,56,0.398814712,0.0,1,11,8.654691704601872
0,0.170784967,41,44.0,0.0,0,2,8.594339400592892
0,0.211397221,41,0.725139963,0.0,0,9,8.229777750081887
0,0.783069231,30,0.73438801,0.0,0,8,7.0909098220799835
0,0.122469383,31,0.415985468,0.0,0,3,7.00397413672268
0,0.0,83,0.017774343,0.0,0,2,7.858640655620791
0,0.0,71,774.0,0.0,0,3,8.594339400592892
0,0.136486351,38,0.22196829,1.0,0,4,8.853808274977197
0,0.089862673,61,60.0,0.0,0,5,8.594339400592892
0,0.011911414,43,0.00265316,0.0,0,6,8.329899292995725
0,0.03072272,28,0.009456904,0.0,0,4,8.216358332386156
0,0.073165312,59,0.251400346,0.0,0,7,9.885221743729236
0,0.010149746,41,462.0,0.0,0,6,8.594339400592892
0,0.984910463,48,0.354821117,1.0,2,11,9.12347443895452
0,0.075618879,80,0.381282977,0.0,0,8,8.188966863648876
0,0.005877431,65,0.145770846,0.0,0,9,8.517393171418904
0,0.9999999,30,0.191879439,0.0,0,8,9.251290358305138
0,0.034959795,53,0.631296088,0.0,0,11,8.987321812850125
0,0.134260522,70,0.395189003,0.0,0,5,7.619233416226805
1,0.9999999,36,0.913675602,1.0,12,11,7.696667081526462
